category_1,brand_1,category_2,brand_2,num_households
pasta sauce,Colavita,syrups,Log Cabin,26
pasta,Eddie,syrups,Karo,26
syrups,Cary's,syrups,Miller,25
pasta sauce,Barilla,syrups,HSE,25
syrups,Brier Rabbit,pancake mixes,Maple Grove,25
pasta sauce,Dell Amore,pasta sauce,Newman's,25
pancake mixes,Hodgson Mills,pancake mixes,M W Flapstax,25
syrups,Miller,pasta sauce,Newman's,25
pasta sauce,Colavita,pasta,Dececco,25
pasta,Al Dente,pancake mixes,Bisquick,25
syrups,Fifty 50,pasta sauce,Prego,25
pasta sauce,Brother's,pasta sauce,Classico,25
pasta,Hodgson Mills,syrups,Miller,25
syrups,Private Label Premium,pasta sauce,Raos,25
pasta sauce,Mom's,pasta sauce,Patsy's,25
pancake mixes,Osem Bissli,pasta,Ronzoni,25
pasta,La Moderna,pasta sauce,Ragu,25
pasta,Barilla Plus,pasta,Maggi Spaetzle,25
pasta,Private Label Premium,pasta sauce,San Marzano,25
pasta sauce,Candoni,pancake mixes,Maple Grove,25
syrups,Moonlite,pasta,Ronzoni,25
syrups,Brier Rabbit,pasta sauce,Chef Pizza,25
pasta sauce,Colavita,pancake mixes,Hungry Jack,24
syrups,Brier Rabbit,syrups,Michele's,24
pasta sauce,Bertolli,pasta,Dell Alpe,24
pancake mixes,Bisquick,pancake mixes,Classique,24
pasta sauce,Emeril's,syrups,Moonlite,24
syrups,Alaga,pasta sauce,Private Label Premium,24
pancake mixes,Bruce's,syrups,Grandma Molases,24
syrups,HSE,pancake mixes,Private Label,24
pasta,Barilla,pancake mixes,Osem Bissli,24
pasta,La Moderna,pasta,Ronzoni,24
syrups,Cary's,pasta sauce,Patsy's,24
pasta,Healthy Harvest,pasta,Pasta Shoppe,24
pasta sauce,Private Label,pasta sauce,Sinatra's,24
pasta sauce,Emeril's,pasta,Mrs Weiss,24
pancake mixes,Hungry Jack,pasta,Notta,24
pasta sauce,Barilla,pasta sauce,Dell Amore,24
pasta sauce,Brother's,pasta,Private Label Premium,24
pasta sauce,Dell Amore,syrups,Private Label,24
pasta,Private Label Premium,pasta,Sugar Buster,24
pasta sauce,Dell Amore,pasta sauce,Patsy's,24
pasta sauce,Buitoni,pancake mixes,Private Label,24
pancake mixes,Bruce's,pancake mixes,White Lily,24
pasta sauce,Buitoni,syrups,Kellogg,24
pasta sauce,Alessi,syrups,Private Label,24
pasta sauce,Raos,pasta,San Giorgio,24
syrups,Cozy Cottage,syrups,Moonlite,24
pasta sauce,Barilla,pasta sauce,Sinatra's,23
pasta sauce,Classico,pasta,Wacky Mac,23
pasta,DaVinci,pasta,Pasta Shoppe,23
pasta sauce,Candoni,syrups,Grandma Molases,23
syrups,Pine Mountain,syrups,Private Label,23
syrups,Alaga,pasta,Dreamfield,23
pasta,Dececco,pasta,Kraft,23
pasta,Barilla Plus,pasta,R&F,23
syrups,Hungry Jack,pasta,Pasta Shoppe,23
pasta sauce,Classico,pasta sauce,San Marzano,23
pasta sauce,Private Label,pasta,Sugar Buster,23
pasta,Colavita,pasta,Dreamfield,23
pasta sauce,Colavita,pasta sauce,Hunt's,23
pancake mixes,Classique,syrups,Kellogg,23
pasta,Barilla,pasta,Raos,23
pancake mixes,Bruce's,syrups,Hungry Jack,23
syrups,Cary's,pasta,Colavita,23
pasta sauce,Cento,pasta,Mueller,23
pasta sauce,Candoni,syrups,Maple Grove,23
pasta sauce,Colavita,pasta,DaVinci,23
pasta,Dreamfield,pasta,Maggi Spaetzle,23
pancake mixes,M W Flapstax,pancake mixes,Mrs Butterworth,23
pasta sauce,Hunt's,pasta sauce,Patsy's,23
syrups,Miller,pancake mixes,Mrs Butterworth,23
pancake mixes,Aunt Jemima,pasta,La Moderna,23
pasta,Dell Alpe,pasta sauce,Prego,23
pasta sauce,Alessi,pasta sauce,Bertolli,23
pancake mixes,Classique,syrups,Cozy Cottage,23
pasta,DaVinci,pasta sauce,Patsy's,23
pancake mixes,Classique,pasta sauce,Emeril's,23
pancake mixes,Bruce's,pasta,Private Label Value,23
pasta,Mother's,pasta sauce,Prego,23
pasta,Al Dente,pasta,Colavita,22
pasta,Kraft,pancake mixes,Mrs Butterworth,22
pasta,Hodgson Mills,pasta sauce,Raos,22
pasta,Private Label Premium,pasta,Raos,22
syrups,Miller,syrups,Private Label Premium,22
pancake mixes,Osem Bissli,pasta,Private Label Premium,22
pasta,Creamette,syrups,Fifty 50,22
pasta,Private Label,pasta sauce,San Marzano,22
pasta sauce,Colavita,syrups,Mrs Butterworth,22
pasta,Pasta Shoppe,syrups,Private Label Premium,22
pasta sauce,Chef Pizza,syrups,Private Label Value,22
pancake mixes,Private Label Premium,syrups,Sobrab Bkstrp,22
pasta sauce,Chef Pizza,pasta,R&F,22
pasta sauce,Chef Pizza,pancake mixes,Hodgson Mills,22
pasta,Al Dente,pancake mixes,Maple Grove,22
pasta sauce,Cento,pasta,Ronzoni,22
syrups,Michele's,syrups,Private Label Value,22
pasta,Al Dente,pasta,Pennsylvania Dutch,22
pancake mixes,Krusteaz,pasta sauce,Patsy's,22
pasta,Dreamfield,syrups,Moonlite,22
pancake mixes,Bruce's,pasta,Creamette,22
pasta sauce,Buitoni,pancake mixes,Krusteaz,22
pasta sauce,Mom's,pasta sauce,Private Label,22
syrups,HSE,pasta,Private Label Value,22
syrups,Cozy Cottage,pasta,Mrs Weiss,22
pasta,Maggi Spaetzle,pancake mixes,Private Label,22
pasta sauce,Private Label,pasta sauce,Roselli,22
syrups,Miller,syrups,Private Label Value,22
pasta,Gooch,pasta,Private Label,22
pasta,Barilla,pasta,La Moderna,22
pasta,Barilla,pasta,Gooch,22
syrups,Log Cabin,pasta,Notta,22
syrups,Log Cabin,pasta sauce,Mom's,22
pasta,Healthy Harvest,syrups,HSE,22
pasta,Dreamfield,pasta sauce,Patsy's,21
pasta,Dreamfield,pasta,Mrs Weiss,21
pasta sauce,Buitoni,syrups,Cary's,21
pasta,Barilla,syrups,Golden Eagle,21
pasta,Mueller,pasta,Pasta Shoppe,21
syrups,Moonlite,syrups,Spring Tree,21
pasta,Notta,pasta,Private Label Value,21
pasta,Colavita,syrups,Spring Tree,21
syrups,Cary's,syrups,Moonlite,21
pasta,Barilla Plus,pasta,Eddie,21
pasta sauce,Emeril's,pasta,Notta,21
pasta sauce,Bellino,pasta,Ronzoni,21
pancake mixes,Hungry Jack,pasta sauce,Mom's,21
pasta sauce,Bellino,pasta,Private Label,21
pancake mixes,Hungry Jack,pasta sauce,Sinatra's,21
syrups,Hungry Jack,pasta sauce,Patsy's,21
pasta,Mother's,pasta sauce,Ragu,21
pasta,Kraft,syrups,Private Label Value,21
pancake mixes,M W Flapstax,syrups,Spring Tree,21
pasta sauce,Alessi,pasta sauce,Newman's,21
syrups,Cozy Cottage,syrups,Miller,21
pasta,Barilla Plus,pasta,Notta,21
syrups,Cozy Cottage,pasta,R&F,21
pasta sauce,Candoni,pasta,Dececco,21
pasta sauce,Dell Amore,pasta sauce,Emeril's,21
syrups,Kellogg,pasta,R&F,21
syrups,Private Label Premium,pasta sauce,Roselli,21
pasta sauce,Buitoni,pasta,Dreamfield,21
pasta,Al Dente,pasta sauce,Candoni,21
pasta,San Giorgio,pasta,Wacky Mac,21
pancake mixes,Krusteaz,pasta,R&F,21
pasta,Dececco,pasta,R&F,21
pasta,Dececco,syrups,Michele's,20
syrups,Fifty 50,pasta,Mueller,20
syrups,Alaga,pancake mixes,Private Label Premium,20
pasta,No Yolks,pasta,Pasta Shoppe,20
syrups,Golden Eagle,syrups,Private Label,20
pasta sauce,Buitoni,syrups,Spring Tree,20
pancake mixes,Bisquick,syrups,Miller,20
pasta sauce,Buitoni,syrups,Cozy Cottage,20
syrups,Pennant,pancake mixes,Pioneer,20
pasta sauce,Alessi,syrups,Aunt Jemima,20
pancake mixes,Krusteaz,pasta,Mrs Weiss,20
pasta sauce,Buitoni,pancake mixes,White Lily,20
pasta,Eddie,pasta,Healthy Harvest,20
syrups,Grandma Molases,pasta,Maggi Spaetzle,20
pasta,Eddie,pasta,No Yolks,20
pasta sauce,Mom's,pasta,San Giorgio,20
pasta,Mother's,pasta,No Yolks,20
pasta,Colavita,syrups,Kellogg,20
pasta sauce,Alessi,pasta,Hodgson Mills,20
pasta,Barilla Plus,pancake mixes,M W Flapstax,20
pancake mixes,Classique,syrups,Smuckers,20
pasta,Pennsylvania Dutch,syrups,Private Label Value,20
pasta,DaVinci,pasta,Dell Alpe,20
syrups,Pine Mountain,pasta sauce,Private Label,20
pasta sauce,Private Label,pasta,Wacky Mac,20
syrups,Aunt Jemima,pasta,Mother's,20
pasta sauce,Bellino,pasta,Mueller,20
pasta,Hodgson Mills,pasta sauce,Roselli,20
pancake mixes,Bruce's,syrups,Maple Grove,20
syrups,Northwoods,syrups,Pine Mountain,20
pasta sauce,Patsy's,syrups,Spring Tree,20
pasta sauce,Cento,pasta sauce,Prego,20
syrups,Private Label Value,syrups,Sobrab Bkstrp,20
syrups,Fifty 50,syrups,Private Label,20
syrups,Fifty 50,pasta,Ronzoni,20
syrups,Moonlite,syrups,Smuckers,19
syrups,Michele's,pancake mixes,Pioneer,19
syrups,Miller,syrups,Pine Mountain,19
syrups,Mrs Butterworth,pasta sauce,Sinatra's,19
pasta,Al Dente,pancake mixes,White Lily,19
pasta,Dececco,syrups,Private Label Value,19
pancake mixes,M W Flapstax,pasta,Pennsylvania Dutch,19
pasta sauce,Dell Amore,pasta,Hodgson Mills,19
pancake mixes,Mrs Butterworth,pasta,R&F,19
syrups,Kellogg,pasta,Mrs Weiss,19
pasta sauce,Boves,syrups,Hungry Jack,19
pasta,Kraft,syrups,Spring Tree,19
syrups,Kellogg,pasta,Maggi Spaetzle,19
syrups,HSE,pasta,Mueller,19
pasta,Barilla Plus,pasta,Defino,19
pancake mixes,Aunt Jemima,pasta,Mother's,19
pasta,R&F,pasta,Ronzoni,19
pancake mixes,Bisquick,pasta sauce,Buitoni,19
syrups,Aunt Jemima,syrups,Pine Mountain,19
syrups,Log Cabin,pasta sauce,Sinatra's,19
pancake mixes,Krusteaz,syrups,Moonlite,19
syrups,Cary's,pancake mixes,Classique,19
pancake mixes,Bruce's,syrups,Smuckers,19
pasta,Alessi,pasta sauce,Emeril's,19
syrups,HSE,pancake mixes,Hungry Jack,19
syrups,Pine Mountain,pasta sauce,Prego,19
pasta,San Giorgio,pasta sauce,Sinatra's,19
pasta,Dececco,pancake mixes,M W Flapstax,19
syrups,Moonlite,syrups,Sobrab Bkstrp,19
pasta sauce,Buitoni,pasta sauce,Colavita,19
pasta,Alessi,pancake mixes,Private Label,19
pasta sauce,Bertolli,pasta,Sugar Buster,19
pasta sauce,Bertolli,pasta sauce,Cento,19
pasta sauce,Bertolli,pasta sauce,San Marzano,18
syrups,Hungry Jack,syrups,Miller,18
pasta sauce,Barilla,pasta,Dell Alpe,18
pancake mixes,Bruce's,pancake mixes,Pioneer,18
pancake mixes,Krusteaz,pasta,Maggi Spaetzle,18
syrups,Maple Grove,syrups,Private Label Value,18
syrups,Golden Eagle,pasta sauce,Private Label,18
syrups,Maple Grove,pasta,Pennsylvania Dutch,18
pasta sauce,Brother's,syrups,Private Label,18
pasta sauce,Barilla,pasta,Orzo,18
syrups,Private Label Value,pasta,R&F,18
pasta sauce,Dell Amore,syrups,Log Cabin,18
pasta,Raos,pasta,Ronzoni,18
pasta,Kraft,pancake mixes,Private Label Premium,18
pasta sauce,Alessi,pasta,San Giorgio,18
pasta,Defino,pasta,Private Label Value,18
pasta sauce,Alessi,pasta,No Yolks,18
pasta sauce,Chef Pizza,pancake mixes,M W Flapstax,18
pasta sauce,Classico,pasta,Mother's,18
pasta,Eddie,syrups,Maple Grove,18
pasta sauce,Dell Amore,syrups,Private Label Premium,18
pasta sauce,Alessi,pasta,DaVinci,18
syrups,Log Cabin,pasta,Pasta Shoppe,18
syrups,Fifty 50,pasta,Private Label Premium,18
pasta,Barilla,pasta sauce,Vincent's,18
pasta sauce,Boves,pasta sauce,Mom's,18
pasta sauce,Private Label,pasta sauce,Raos,18
pasta,Barilla,pasta sauce,Bellino,18
syrups,Aunt Jemima,pasta,La Moderna,18
pancake mixes,Hodgson Mills,pasta,Mrs Weiss,18
pasta,Notta,pancake mixes,Private Label,18
syrups,Pine Mountain,pasta,Ronzoni,18
pancake mixes,Aunt Jemima,pasta sauce,Dell Amore,18
pasta sauce,Patsy's,pasta sauce,Raos,18
pasta sauce,Private Label Premium,pasta sauce,Sinatra's,18
pasta,Orzo,pasta sauce,Prego,18
pasta sauce,Alessi,syrups,Karo,17
syrups,HSE,pasta sauce,Newman's,17
pasta sauce,Bertolli,pasta,Mother's,17
pasta sauce,Bertolli,pasta,Wacky Mac,17
pasta,Gooch,pasta sauce,Ragu,17
pasta,Creamette,pasta,Notta,17
pancake mixes,Hungry Jack,pasta sauce,Roselli,17
pasta sauce,Brother's,pasta sauce,Private Label Premium,17
pasta,Dececco,pasta,Mrs Weiss,17
syrups,Fifty 50,pasta sauce,Private Label,17
pasta,Eddie,pancake mixes,Hungry Jack,17
pasta,Colavita,pancake mixes,Krusteaz,17
pancake mixes,Classique,pasta,Healthy Harvest,17
pasta,Pasta Shoppe,pasta,San Giorgio,17
syrups,Aunt Jemima,pasta,Orzo,17
pancake mixes,Fastshake,pasta,Private Label,17
pasta sauce,Boves,pasta sauce,Colavita,17
syrups,Michele's,pasta,Pennsylvania Dutch,17
pasta,Eddie,syrups,Northwoods,17
syrups,Grandma Molases,pasta,R&F,17
pasta,Colavita,pancake mixes,Maple Grove,17
pasta,Eddie,syrups,Log Cabin,17
pasta sauce,Brother's,pasta,Mueller,17
pasta,Gooch,pasta,Ronzoni,17
pasta sauce,Alessi,syrups,Private Label Premium,17
pasta sauce,Mom's,syrups,Mrs Butterworth,17
pasta,Defino,syrups,Kellogg,17
pasta sauce,Bertolli,pasta sauce,Brother's,17
pasta sauce,Ragu,pasta sauce,San Marzano,17
syrups,Brier Rabbit,pasta,Maggi Spaetzle,17
pancake mixes,Maple Grove,syrups,Private Label Value,17
pasta,La Moderna,pasta,Mueller,17
syrups,Cozy Cottage,syrups,HSE,17
pasta,DaVinci,pasta,Eddie,17
pasta,Barilla Plus,pasta sauce,Dell Amore,17
syrups,Grandma Molases,pasta sauce,Patsy's,17
pasta sauce,Buitoni,pasta,Private Label Value,17
pasta,No Yolks,pasta sauce,Raos,17
pasta sauce,Emeril's,pasta sauce,Raos,17
pasta,Hodgson Mills,pasta sauce,Sinatra's,17
pasta,Barilla Plus,pasta sauce,Raos,17
pasta,Colavita,pancake mixes,Hodgson Mills,16
pasta sauce,Boves,pasta sauce,Hunt's,16
syrups,HSE,syrups,Pennant,16
pasta sauce,Colavita,pasta,Dreamfield,16
syrups,Cary's,pasta sauce,Colavita,16
pasta sauce,Classico,syrups,Fifty 50,16
pasta sauce,Barilla,pasta,Wacky Mac,16
pancake mixes,Hodgson Mills,pasta,R&F,16
pasta,Gooch,pasta,Mueller,16
pasta sauce,Barilla,pasta,Sugar Buster,16
pancake mixes,Classique,syrups,Spring Tree,16
pasta,Gooch,pasta,Private Label Premium,16
pasta,La Moderna,pasta sauce,Prego,16
pasta,Dell Alpe,pasta,Healthy Harvest,16
pancake mixes,Aunt Jemima,pasta,Orzo,16
pancake mixes,Aunt Jemima,syrups,Pine Mountain,16
syrups,Michele's,syrups,Sobrab Bkstrp,16
pancake mixes,Fastshake,pasta sauce,Ragu,16
pasta sauce,Bellino,pasta sauce,Prego,16
pasta,Defino,pasta,Dreamfield,16
syrups,HSE,syrups,Hungry Jack,16
pasta,Alessi,syrups,Cary's,16
pasta sauce,Emeril's,pasta sauce,Roselli,16
pancake mixes,Hodgson Mills,syrups,HSE,16
syrups,Miller,syrups,Spring Tree,16
syrups,Kellogg,pasta sauce,Patsy's,16
syrups,Karo,pasta sauce,Raos,16
pasta sauce,Chef Pizza,pasta,Kraft,16
syrups,Mrs Butterworth,pasta,Notta,16
pasta,Mueller,pasta sauce,San Marzano,16
pasta,Al Dente,pancake mixes,Private Label Premium,16
pasta,Dececco,pasta sauce,Mom's,16
pasta,Dell Alpe,pasta,Mueller,16
pasta,DaVinci,pasta,Maggi Spaetzle,16
pasta sauce,Boves,pasta,DaVinci,15
syrups,Aunt Jemima,pasta,Wacky Mac,15
syrups,Aunt Jemima,pasta,Dell Alpe,15
pancake mixes,M W Flapstax,pasta,R&F,15
pasta,No Yolks,pasta,Orzo,15
pancake mixes,M W Flapstax,pancake mixes,White Lily,15
pancake mixes,M W Flapstax,pancake mixes,Private Label Premium,15
pasta,Mueller,pasta,Raos,15
pasta sauce,Barilla,pancake mixes,Osem Bissli,15
pasta sauce,Private Label Premium,pasta sauce,Roselli,15
pasta sauce,Private Label Premium,pasta,Wacky Mac,15
pasta,Mother's,pasta sauce,Newman's,15
pasta,Al Dente,syrups,Sobrab Bkstrp,15
pasta sauce,Barilla,pasta sauce,Brother's,15
pasta sauce,Barilla,pasta sauce,Cento,15
syrups,Brier Rabbit,pasta,Mrs Weiss,15
pasta,Maggi Spaetzle,syrups,Smuckers,15
pancake mixes,Hodgson Mills,pasta,Maggi Spaetzle,15
syrups,Northwoods,pasta sauce,Raos,15
pasta,Alessi,pasta,Barilla Plus,15
pasta,Alessi,syrups,Brier Rabbit,15
pasta,Alessi,syrups,Cozy Cottage,15
pancake mixes,Classique,pasta,Private Label Value,15
pasta,Hodgson Mills,pasta,Wacky Mac,15
syrups,Log Cabin,pasta sauce,Raos,15
syrups,Pine Mountain,pancake mixes,Private Label,15
pasta sauce,Boves,pancake mixes,Hodgson Mills,15
pasta sauce,Boves,pancake mixes,Krusteaz,15
pasta sauce,Boves,pasta,Private Label Value,15
pasta sauce,Boves,pasta sauce,Buitoni,15
pasta,Eddie,syrups,Mrs Butterworth,15
pasta sauce,Mom's,syrups,Private Label Premium,15
pasta sauce,Mom's,syrups,Northwoods,15
pasta,Barilla Plus,pasta,Mrs Weiss,15
pasta,Barilla Plus,pasta,Sugar Buster,15
pasta sauce,Buitoni,pasta sauce,Dell Amore,15
pasta sauce,Buitoni,pasta sauce,Patsy's,15
pasta sauce,Buitoni,syrups,Maple Grove,15
syrups,Cozy Cottage,syrups,Fifty 50,15
pasta sauce,Hunt's,pasta,Wacky Mac,15
pancake mixes,Bisquick,pasta sauce,Patsy's,15
pasta,Dell Alpe,pasta sauce,Private Label,15
syrups,Fifty 50,pasta,San Giorgio,15
syrups,Fifty 50,syrups,Log Cabin,15
pasta,Defino,syrups,Sobrab Bkstrp,15
pasta sauce,Emeril's,syrups,Miller,15
pasta sauce,Colavita,pancake mixes,Krusteaz,15
pasta,Dececco,pasta sauce,Raos,15
pasta,Dececco,pasta,Raos,15
pasta,Colavita,syrups,Smuckers,15
pasta,Creamette,syrups,Golden Eagle,15
pasta,Barilla Plus,pasta sauce,Roselli,14
pasta,Colavita,pasta sauce,Patsy's,14
pasta sauce,Patsy's,pasta,Private Label Value,14
pasta,Maggi Spaetzle,syrups,Pennant,14
pasta,Private Label,pasta,Raos,14
pasta sauce,Colavita,syrups,Hungry Jack,14
pasta,Pennsylvania Dutch,syrups,Sobrab Bkstrp,14
pasta sauce,Dell Amore,pasta,San Giorgio,14
pasta,No Yolks,pasta sauce,Roselli,14
pasta sauce,Newman's,pasta,Sugar Buster,14
pancake mixes,Bisquick,pasta,Defino,14
syrups,Cozy Cottage,pasta,Sugar Buster,14
pasta sauce,Bellino,pasta sauce,Ragu,14
pasta sauce,Buitoni,pancake mixes,Hodgson Mills,14
pasta,Alessi,pasta,Dreamfield,14
syrups,Golden Eagle,pasta,Mueller,14
pasta sauce,Dell Amore,pancake mixes,Hungry Jack,14
pasta sauce,Boves,pasta,Colavita,14
pasta sauce,Cento,pasta sauce,Private Label,14
pasta,La Moderna,syrups,Private Label,14
pancake mixes,Bisquick,syrups,Moonlite,14
pasta,Mother's,pasta,San Giorgio,14
pasta sauce,Boves,pasta,Dreamfield,14
pasta,Defino,pancake mixes,White Lily,14
pasta sauce,Colavita,syrups,Maple Grove,14
pasta sauce,Chef Pizza,pancake mixes,White Lily,14
syrups,Karo,pasta,Orzo,14
syrups,Alaga,syrups,Michele's,14
pasta sauce,Emeril's,pasta sauce,Sinatra's,14
pasta,Eddie,pancake mixes,Hodgson Mills,14
pasta sauce,Cento,syrups,Private Label,14
pasta,Pennsylvania Dutch,pancake mixes,White Lily,14
pasta sauce,Mom's,pasta,No Yolks,14
pasta sauce,Alessi,pasta,Mueller,14
pasta sauce,Ragu,pasta,Raos,14
pasta,Eddie,syrups,Spring Tree,14
pasta,Ronzoni,pasta sauce,Vincent's,14
pasta sauce,Classico,pasta,Gooch,14
pasta sauce,Alessi,pasta,Ronzoni,14
pasta,Colavita,syrups,Grandma Molases,14
syrups,Cozy Cottage,pasta,Defino,14
pasta sauce,Candoni,pancake mixes,Private Label Premium,14
pasta,Eddie,pasta sauce,Private Label Premium,14
pasta,Mrs Weiss,syrups,Smuckers,14
pasta,Alessi,pancake mixes,Krusteaz,14
syrups,Cary's,pasta,Mrs Weiss,14
syrups,Kellogg,pasta,Pasta Shoppe,14
pasta sauce,Dell Amore,syrups,Karo,14
pasta sauce,Dell Amore,pasta sauce,Private Label,14
syrups,Northwoods,pasta sauce,Sinatra's,14
syrups,Karo,pasta sauce,Roselli,14
pasta,Gooch,pasta sauce,Prego,14
pasta,Alessi,pasta,Private Label Value,14
pasta sauce,Bellino,pasta sauce,Bertolli,14
pasta sauce,Candoni,pasta sauce,Patsy's,14
syrups,Northwoods,pasta sauce,Roselli,14
syrups,Cozy Cottage,pasta,Maggi Spaetzle,13
pasta sauce,Brother's,pasta sauce,Hunt's,13
pasta sauce,Buitoni,pasta,Dececco,13
pasta,Eddie,pancake mixes,Private Label,13
pasta,Eddie,pasta sauce,Emeril's,13
pasta,Mother's,syrups,Northwoods,13
syrups,Hungry Jack,pasta,Notta,13
pasta,Mother's,pasta sauce,Private Label,13
pancake mixes,Hungry Jack,syrups,Pine Mountain,13
pasta sauce,Emeril's,pasta,Maggi Spaetzle,13
pancake mixes,Private Label,pasta,Wacky Mac,13
pancake mixes,Classique,pancake mixes,Hodgson Mills,13
pasta,Barilla,pasta,Ferrara,13
pasta sauce,Prego,pasta sauce,San Marzano,13
pasta sauce,Patsy's,pancake mixes,White Lily,13
pancake mixes,Private Label Premium,pasta,R&F,13
syrups,Cary's,pasta,Eddie,13
syrups,Maple Grove,pasta,Notta,13
pasta sauce,Bellino,pasta,Private Label Premium,13
pasta,DaVinci,syrups,Moonlite,13
pasta sauce,Chef Pizza,syrups,Northwoods,13
pasta,Alessi,syrups,Spring Tree,13
pasta sauce,Chef Pizza,syrups,Maple Grove,13
pasta,Alessi,pancake mixes,Private Label Premium,13
pasta sauce,Boves,pancake mixes,Maple Grove,13
pasta,Orzo,pasta sauce,Private Label,13
syrups,Maple Grove,pasta sauce,Patsy's,13
syrups,Moonlite,pancake mixes,Private Label Premium,13
syrups,Cary's,pasta,R&F,13
pancake mixes,Aunt Jemima,syrups,Golden Eagle,13
syrups,Aunt Jemima,syrups,Fifty 50,13
syrups,Aunt Jemima,syrups,Golden Eagle,13
pancake mixes,Bisquick,pasta,Colavita,13
pasta,Al Dente,pasta,Alessi,13
syrups,Fifty 50,pasta sauce,Hunt's,13
syrups,Cary's,syrups,Fifty 50,13
pasta,No Yolks,pasta sauce,Sinatra's,13
pasta,Dell Alpe,pasta,Hodgson Mills,13
pasta,Alessi,syrups,Kellogg,13
pasta,No Yolks,pasta,Wacky Mac,13
pasta,Dell Alpe,pasta sauce,Newman's,13
pancake mixes,Classique,pancake mixes,White Lily,13
pasta sauce,Boves,syrups,Grandma Molases,13
pasta,Maggi Spaetzle,pancake mixes,Private Label Premium,13
pasta,Alessi,pasta,Dececco,13
pasta sauce,Buitoni,syrups,Smuckers,13
syrups,Brier Rabbit,pasta,R&F,13
syrups,Miller,pasta sauce,Private Label Premium,13
pasta,Mueller,pasta,Wacky Mac,13
pancake mixes,Bruce's,pancake mixes,Private Label Premium,13
syrups,Log Cabin,pasta,Sugar Buster,13
pasta,Mueller,pancake mixes,Osem Bissli,13
pasta,Mrs Weiss,syrups,Spring Tree,13
pancake mixes,Krusteaz,pasta sauce,Sinatra's,13
pasta,Barilla Plus,pasta sauce,Mom's,13
pasta,Maggi Spaetzle,syrups,Spring Tree,13
pancake mixes,Hungry Jack,pasta,Wacky Mac,13
pasta sauce,Boves,pasta sauce,Raos,12
syrups,Private Label,pasta sauce,Raos,12
pasta,Barilla,pancake mixes,Fastshake,12
syrups,HSE,syrups,Kellogg,12
pancake mixes,Aunt Jemima,pasta sauce,Raos,12
pasta,Gooch,pasta sauce,Private Label,12
pasta sauce,Boves,syrups,Cary's,12
pasta sauce,Boves,syrups,Cozy Cottage,12
syrups,Brier Rabbit,syrups,HSE,12
syrups,Miller,syrups,Smuckers,12
pasta,Private Label,pasta sauce,Vincent's,12
pasta sauce,Colavita,pancake mixes,Private Label,12
pancake mixes,Hodgson Mills,syrups,Moonlite,12
syrups,Aunt Jemima,pancake mixes,Osem Bissli,12
pasta sauce,Dell Amore,syrups,Mrs Butterworth,12
pasta,Colavita,syrups,Cozy Cottage,12
pancake mixes,Classique,pasta,Dececco,12
pasta,Mueller,pasta sauce,Vincent's,12
pancake mixes,Classique,pancake mixes,Private Label,12
syrups,Aunt Jemima,pasta sauce,Cento,12
pasta sauce,Boves,syrups,Smuckers,12
pasta,Mother's,syrups,Private Label Premium,12
pasta,Mother's,syrups,Private Label,12
pasta,Eddie,syrups,Hungry Jack,12
pasta,Dreamfield,pasta,Notta,12
syrups,Alaga,syrups,Maple Grove,12
pancake mixes,Aunt Jemima,syrups,Fifty 50,12
pasta,Al Dente,pancake mixes,Mrs Butterworth,12
syrups,Log Cabin,pasta sauce,Roselli,12
pasta,Orzo,pasta,San Giorgio,12
pasta,Hodgson Mills,pasta,Mother's,12
syrups,Karo,pasta,Sugar Buster,12
pasta,Barilla Plus,syrups,Moonlite,12
pasta sauce,Alessi,syrups,Hungry Jack,12
pasta,Colavita,pancake mixes,White Lily,12
pasta,Defino,syrups,Spring Tree,12
pasta sauce,Candoni,syrups,Sobrab Bkstrp,12
syrups,Mrs Butterworth,pasta sauce,Raos,12
pancake mixes,Bisquick,pasta,Maggi Spaetzle,12
pasta sauce,Newman's,pasta,Orzo,12
pasta sauce,Bertolli,pasta sauce,Vincent's,12
pasta,Dreamfield,pasta sauce,Sinatra's,12
pancake mixes,Hodgson Mills,pasta,Kraft,12
syrups,Cozy Cottage,pasta sauce,Patsy's,12
pasta,Orzo,syrups,Private Label,12
pasta sauce,Alessi,pasta,Healthy Harvest,12
pasta,Dreamfield,syrups,Miller,12
pasta,Pasta Shoppe,pasta,Private Label Value,12
pancake mixes,Hodgson Mills,syrups,Miller,12
pasta,Pasta Shoppe,pasta,Ronzoni,12
pancake mixes,Classique,pasta,Dreamfield,11
pasta sauce,Patsy's,pancake mixes,Private Label,11
pasta sauce,Bellino,pasta sauce,Classico,11
syrups,Northwoods,pasta,Sugar Buster,11
pasta sauce,Boves,pancake mixes,Pioneer,11
pasta,Gooch,pasta,Hodgson Mills,11
pasta,Darielle,pasta,Mueller,11
pasta sauce,Boves,pasta sauce,Candoni,11
pasta,Maggi Spaetzle,pancake mixes,Mrs Butterworth,11
pasta sauce,Barilla,pasta sauce,San Marzano,11
pasta sauce,Boves,pasta sauce,San Marzano,11
pasta,Barilla Plus,pancake mixes,Classique,11
pasta sauce,Boves,syrups,Spring Tree,11
pasta,Maggi Spaetzle,syrups,Maple Grove,11
syrups,Brier Rabbit,pasta,Defino,11
syrups,Brier Rabbit,pancake mixes,M W Flapstax,11
pancake mixes,Bruce's,pasta,Dreamfield,11
